name,,,text,,,
FranklySpeakn,,,"@USAirways I've been on hold for over 2 hours. Need to re-book a flight, please help.",,,
benjaminspear,,,"@usairways It was 9º, and some of us had left coats in our luggage in anticipation of cramped overhead bins :|",,,
DropMeAnywhere,,,@USAirways I'm traveling around the world until the end of the year. 800 numbers do me no good.,,,
DaintyKenyan,,,@USAirways I don't know I've tried to call for confirmation but calls aren't going thru. Can you let me know?,,,
rkasold,,,@USAirways can I get free wifi since the flight 1808 was Cancelled Flightled?,,,
bennymarkow,,,@USAirways was rebooked but sucked big time. Crappy layover. Customer service very sub-par.,,,
Brandy_Fisher,,,@USAirways Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.,,,
BobbiSue,,,@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.,,,
mttdprkr,,,@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,,,
robgpaul,,,@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,,,
laurastarbeth,,,@USAirways Please staff your flights approproately. Our entire flight is delayed because FA isnt here. I shouldnt have left Delta...,,,
Whooeeeee,,,@USAirways tooooo many Cancelled Flightations! My chain of command hates me now,,,
ashleyapaine,,,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain,,,
jdpletnick,,,@USAirways I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight,,,
Lucifer_20,,,@USAirways that's why u guys are my #1 choice.,,,
NaomiSheltonDC,,,@USAirways thanks. 😒,,,
michael_lepp,,,@usairways I’m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,,,
TGRunningLady,,,"@usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!",,,
zachupton,,,@USAirways how about a drink voucher for the next flight?? #winkwink,,,
Champa24,,,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,,,
jjsimonCNN,,,"@USAirways The airline is embarrassing itself. I get that bad weather isn't your fault, but your response to it couldn't have been worse.",,,
bradlerner,,,@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(,,,
shoobe01,,,"@usairways Yes. Works in Firefox. 

Can do everything but finish purchase. Button turns gray, never submits. For a couple weeks now.",,,
rkasold,,,@USAirways 2.5 hours Late Flightr and the flight has been Cancelled Flightled. You gotta work on your internal communication skills.,,,
33rdn8th,,,"@USAirways had a horrible experience flying from Montego Bay to Philadelphia on 2/11. $125 2check a golf bag, constant selling in-flight",,,
shipge,,,"@usairways told no gates open at #ORD, needed to wait 20mins. Still waiting after about 4 mins.",,,
rkasold,,,@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?,,,
mikemayo1428,,,@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,,,
DAngel082,,,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",,,
DomaineD1997,,,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,,,
mdejock,,,@USAirways thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know,,,
benjaminspear,,,@usairways Thx for responding :) When bags came there was mad rush towards end of jetway—why not just put thru baggage claim?,,,
mattgarcia901,,,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,,,
dosydoh,,,@USAirways  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours,,,
dosydoh,,,"@USAirways If you believe in keeping your customers happy, especially after a mistake was made on your part...",,,
DropMeAnywhere,,,"@USAirways Would love to combine AA and USAir accts. Unfortunately, one has my middle name &amp; one has middle initial. Won't allow change",,,
mattt1312,,,@USAirways I had a rep 10 min in who said she couldn't help so transferred me to dividend miles customer service,,,
davidniu7,,,@USAirways right on. Up. Up &amp; away ✈️🌞,,,
mikemayo1428,,,@USAirways your customer service stinks. Trying to book a flight for hours now and keep getting hung up on. #usairwayssucks,,,
htmella,,,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034,,,
mattgarcia901,,,@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,,,
DomaineD1997,,,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup,,,
CGrescueswimmer,,,"@usairways you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this.",,,
amorris1116,,,"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm",,,
_JoeChuck,,,@USAirways on hold for 2 hours. You know what just keep my money,,,
jdpletnick,,,@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July,,,
rkasold,,,@USAirways flight 1808 is not leaving at 2:45 because we haven't even begun to board yet. Please update your website ASAP,,,
j_husucks,,,@USAirways @Jack_Kairys (2/2) and another sent him to the wrong line...oh and the kiosks weren't working! #thanks,,,
j_husucks,,,@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2),,,
rkasold,,,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,,,
JenniesMagic,,,@USAirways done,,,
j_husucks,,,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?,,,
izzyflan,,,"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?",,,
Dazoulai,,,@USAirways Thks 4 tip. Seems like a workaround rather than a customer-friendly solution. They should have an easily accessible email.,,,
zachupton,,,@USAirways unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles,,,
DaintyKenyan,,,@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?,,,
erickofiejones,,,@USAirways Thank you so much its been a very stressful day,,,
liquidfox1,,,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed",,,
shoobe01,,,"@usairways If I could/wanted to call I wouldn't use the internet to make a reservation.

Site won't work on Chrome, on several computers.",,,
Eagles_SAB,,,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt",,,
MsAmanRm103,,,@USAirways Waiting for my luggage on flight 1923. Is there a delay?,,,
rkasold,,,@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx,,,
GainesJohnson,,,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.,,,
TreyWheelerCEO,,,@USAirways Absolutely!! The staff was amazing!!,,,
kpbball41,,,@USAirways you are horrendous.  Pull your shit together,,,
htmella,,,@USAirways Haha - that will indeed be a great day!,,,
simuLate Flightthis,,,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",,,
HelloKansas,,,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,,,
afioto,,,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,,,
DAngel082,,,@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,,,
KristinKlutz,,,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?,,,
BlessedEpiphany,,,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,,,
BlessedEpiphany,,,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",,,
Jack_Kairys,,,@USAirways then why did my whole team be able to put there carry ons under the plane,,,
themadhacker13,,,@USAirways customer service at its finest,,,
Dazoulai,,,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,,,
zachupton,,,@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough,,,
zachupton,,,@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,,,
lauras_music,,,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),,,
ElaineLibrarian,,,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,,,
tamajared,,,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.,,,
erickofiejones,,,@USAirways No I missed the funeral so I had to take a train back to Newark,,,
ewenmilligan,,,@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,,,
_JoeChuck,,,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,,,
TreyWheelerCEO,,,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,,,
sampleonephl,,,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,,,
cnichols9,,,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems,,,
jameypricephoto,,,"@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault....",,,
ALHphoto,,,@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before,,,
JKrace45,,,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,,,
ALHphoto,,,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,,,
Kyle_Clarke528,,,@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.,,,
itsjustdoc,,,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",,,
Champa24,,,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,,,
KristinKlutz,,,"@USAirways I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!",,,
bradleycfox,,,@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?,,,
TaiScott11,,,@USAirways I booked a flight yesterday but didnt receive an email confirmation and I my dividends number isn't registering. Please help.,,,
